qid	doc_id
q06	135
q06	136
q06	138
q06	145
q06	146
q06	150
q06	155
q06	158
q06	159
q06	162
q06	164
q06	167
q06	168
q06	171
q06	172
q06	173
q06	174
q06	181
q06	182
q06	189
q06	194
q06	196
q06	198
q06	199
q06	213
q06	230
q06	239
q06	244
q06	248
q06	252
q06	255
q06	256
q06	257
q06	258
q06	261
q06	268
q06	271
q06	275
q06	276
q06	281
q06	282
q06	283
q06	284
q06	285
q06	286
q06	287
q06	288
q06	289
q06	291
q06	293
q06	294
q06	302
q06	304
q06	310
q06	321
q06	327
q06	328
q06	329
q06	338
q06	339
q06	341
q06	342
q06	343
q06	344
q06	346
q06	348
q06	352
q06	353
q06	354
q06	355
q06	359
q06	360
q06	370
q06	373
q06	374
q06	375
q06	376
q06	377
q06	386
q06	388
q06	394
q06	398
q06	401
q06	408
q06	410
q06	415
q06	419
q06	422
q06	425
q06	435
q06	437
q06	438
q06	439
q06	448
q06	452
q06	458
q06	462
q06	468
q06	470
q06	471
q06	489
q06	492
q06	494
q06	502
q06	504
q06	506
q06	832
q06	900
q06	916
q06	917
q06	933
q06	938
q06	972
q06	975
q06	979
q06	1002
q06	1004
q06	1023
q06	1047
q06	1070
q06	1115
q06	1146
q06	1152
q06	1155
q06	1157
q06	1159
q06	1165
q06	1171
q06	1172
q06	1188
q06	1200
q06	1208
q06	1229
q06	1237
q06	1239
q06	1244
q06	1245
q06	1249
q06	1250
q06	1251
q06	1254
q06	1255
q06	1256
q06	1261
q06	1268
q06	1269
q06	1270
q06	1275
q06	1282
q06	1284
q06	1289
q06	1290
q06	1304
q06	1310
q06	1312
q06	1828
q06	2072
q07	93
q07	242
q07	275
q07	341
q07	459
q07	479
q07	486
q07	1825
q07	1826
q07	1829
q07	1830
q07	1831
q07	1835
q07	1837
q07	1839
q07	1843
q07	1845
q07	1852
q07	1853
q07	1854
q07	1857
q07	1859
q07	1863
q07	1865
q07	1866
q07	1871
q07	1874
q07	1883
q07	1885
q07	1892
q07	1894
q07	1898
q07	1900
q07	1902
q07	1903
q07	1906
q07	1907
q07	1912
q07	1914
q07	1919
q07	1927
q07	1928
q07	1931
q07	1933
q07	1934
q07	1936
q07	1937
q07	1938
q07	1939
q07	1940
q07	1942
q07	1945
q07	1959
q07	1961
q07	1962
q07	1965
q07	1972
q07	1974
q07	1979
q07	1985
q07	2000
q07	2009
q07	2010
q07	2011
q07	2017
q07	2019
q07	2020
q07	2022
q07	2023
q07	2026
q07	2033
q07	2036
q07	2045
q07	2050
q07	2051
q07	2054
q07	2058
q07	2060
q07	2073
q07	2075
q07	2078
q07	2079
q07	2080
q07	2081
q07	2082
q07	2091
q07	2092
q07	2095
q07	2101
q07	2106
q07	2107
q07	2109
q07	2113
q07	2115
q07	2116
q07	2118
q07	2124
q07	2126
q07	2131
q07	2132
q07	2133
q07	2139
q07	2141
q07	2142
q07	2146
q07	2148
q07	2153
q07	2154
q07	2155
q07	2159
q07	2160
q07	2162
q07	2165
q07	2167
q07	2170
q07	2171
q07	2173
q07	2177
q07	2180
q07	2181
q07	2185
q07	2187
q07	2188
q07	2191
q07	2192
q07	2193
q07	2196
q07	2200
q07	2203
q07	2214
q07	2217
q07	2219
q07	2220
q07	2221
q07	2222
q08	206
q08	614
q08	615
q08	618
q08	625
q08	626
q08	629
q08	631
q08	632
q08	634
q08	635
q08	638
q08	640
q08	641
q08	643
q08	648
q08	651
q08	652
q08	653
q08	655
q08	659
q08	660
q08	661
q08	662
q08	664
q08	665
q08	670
q08	671
q08	672
q08	717
q08	738
q08	743
q08	744
q08	745
q08	746
q08	747
q08	750
q08	752
q08	753
q08	754
q08	758
q08	759
q08	760
q08	762
q08	763
q08	764
q08	765
q08	768
q08	770
q08	771
q08	772
q08	773
q08	777
q08	780
q08	785
q08	788
q08	791
q08	794
q08	797
q08	805
q08	827
q08	830
q08	853
q08	869
q08	1911
q08	2031
q08	2086
q08	2121
q09	11
q09	29
q09	56
q09	76
q09	110
q09	120
q09	124
q09	137
q09	174
q09	197
q09	220
q09	268
q09	269
q09	272
q09	306
q09	313
q09	377
q09	380
q09	398
q09	401
q09	428
q09	429
q09	498
q09	501
q09	1053
q10	19
q10	30
q10	111
q10	112
q10	161
q10	187
q10	201
q10	204
q10	378
q10	858
q10	965
q10	1018
q10	1129
q10	1135
q10	1205
q10	1832
q10	1840
q10	1855
q10	1863
q10	1864
q10	1865
q10	1868
q10	1873
q10	1877
q10	1882
q10	1887
q10	1890
q10	1892
q10	1916
q10	1918
q10	1921
q10	1926
q10	1932
q10	1939
q10	1965
q10	1975
q10	1984
q10	2004
q10	2005
q10	2015
q10	2020
q10	2031
q10	2035
q10	2043
q10	2048
q10	2053
q10	2057
q10	2086
q10	2088
q10	2094
q10	2104
q10	2110
q10	2112
q10	2113
q10	2121
q10	2128
q10	2130
q10	2134
q10	2145
q10	2148
q10	2155
q10	2158
q10	2161
q10	2162
q10	2164
q10	2166
q10	2167
q10	2170
q10	2173
q10	2182
q10	2195
q10	2198
q10	2199
q10	2201
q10	2202
q10	2205
q10	2206
q10	2209
q10	2211
q10	2212
q10	2217
q10	2218
q10	2219
q11	39
q11	178
q11	192
q11	218
q11	222
q11	223
q11	228
q11	241
q11	270
q11	366
q11	432
q11	457
q11	562
q11	629
q11	631
q11	640
q11	642
q11	654
q11	670
q11	684
q11	764
q11	802
q11	970
q11	980
q11	1114
q11	1242
q11	1355
q11	1404
q11	1412
q11	1417
q11	1424
q11	1427
q11	1430
q11	1433
q11	1437
q11	1440
q11	1444
q11	1445
q11	1449
q11	1450
q11	1459
q11	1461
q11	1470
q11	1472
q11	1476
q11	1478
q11	1481
q11	1482
q11	1489
q11	1491
q11	1492
q11	1493
q11	1494
q11	1497
q11	1498
q11	1499
q11	1500
q11	1504
q11	1505
q11	1508
q11	1509
q11	1510
q11	1511
q11	1512
q11	1513
q11	1516
q11	1518
q11	1519
q11	1520
q11	1521
q11	1524
q11	1528
q11	1530
q11	1534
q11	1540
q11	1541
q11	1543
q11	1545
q11	1546
q11	1547
q11	1553
q11	1559
q11	1560
q11	1563
q11	1564
q11	1566
q11	1567
q11	1568
q11	1569
q11	1570
q11	1579
q11	1587
q11	1588
q11	1592
q11	1594
q11	1595
q11	1596
q11	1601
q11	1606
q11	1607
q11	1610
q11	1612
q11	1613
q11	1615
q11	1619
q11	1627
q11	1629
q11	1630
q11	1631
q11	1632
q11	1639
q11	1640
q11	1641
q11	1642
q11	1643
q11	1649
q11	1651
q11	1655
q11	1658
q11	1659
q11	1669
q11	1670
q11	1671
q11	1672
q11	1673
q11	1674
q11	1675
q11	1676
q11	1677
q11	1678
q11	1679
q11	1680
q11	1681
q11	1682
q11	1683
q11	1684
q11	1685
q11	1686
q11	1687
q11	1688
q11	1689
q11	1690
q11	1693
q11	1694
q11	1695
q11	1696
q11	1697
q11	1699
q11	1700
q11	1701
q11	1702
q11	1703
q11	1704
q11	1705
q11	1707
q11	1709
q11	1710
q11	1711
q11	1712
q11	1713
q11	1714
q11	1715
q11	1716
q11	1718
q11	1721
q11	1723
q11	1724
q11	1725
q11	1731
q11	1732
q11	1808
q11	1851
q11	1879
q11	1935
q11	1950
q11	1967
q11	1995
q11	2005
q11	2026
q11	2224
q12	11
q12	15
q12	21
q12	23
q12	27
q12	29
q12	44
q12	45
q12	49
q12	56
q12	76
q12	83
q12	85
q12	88
q12	97
q12	98
q12	109
q12	120
q12	124
q12	133
q12	137
q12	141
q12	143
q12	151
q12	174
q12	180
q12	181
q12	194
q12	213
q12	220
q12	239
q12	248
q12	255
q12	257
q12	258
q12	269
q12	272
q12	282
q12	293
q12	294
q12	339
q12	346
q12	350
q12	355
q12	370
q12	380
q12	401
q12	428
q12	429
q12	435
q12	439
q12	467
q12	471
q12	498
q12	501
q12	508
q13	5
q13	15
q13	21
q13	22
q13	28
q13	40
q13	43
q13	45
q13	51
q13	54
q13	71
q13	76
q13	92
q13	93
q13	100
q13	106
q13	109
q13	124
q13	135
q13	138
q13	158
q13	162
q13	167
q13	173
q13	181
q13	182
q13	189
q13	194
q13	196
q13	198
q13	199
q13	230
q13	244
q13	248
q13	256
q13	257
q13	271
q13	275
q13	276
q13	281
q13	283
q13	285
q13	286
q13	302
q13	321
q13	327
q13	328
q13	329
q13	338
q13	339
q13	342
q13	343
q13	346
q13	348
q13	353
q13	354
q13	355
q13	359
q13	377
q13	386
q13	388
q13	408
q13	410
q13	425
q13	438
q13	439
q13	470
q13	471
q13	489
q13	492
q13	494
q13	900
q13	916
q13	917
q13	938
q13	972
q13	975
q13	979
q13	1004
q13	1023
q13	1047
q13	1070
q13	1115
q13	1146
q13	1152
q13	1155
q13	1157
q13	1159
q13	1165
q13	1171
q13	1172
q13	1188
q13	1200
q13	1208
q13	1239
q13	1244
q13	1245
q13	1249
q13	1250
q13	1251
q13	1254
q13	1256
q13	1268
q13	1269
q13	1270
q13	1275
q13	1282
q13	1284
q13	1304
q13	1312
q14	486
q14	1826
q14	1830
q14	1831
q14	1843
q14	1852
q14	1859
q14	1863
q14	1883
q14	1906
q14	1931
q14	1933
q14	1934
q14	1940
q14	1945
q14	1961
q14	1962
q14	1972
q14	1985
q14	2000
q14	2010
q14	2017
q14	2019
q14	2033
q14	2036
q14	2045
q14	2051
q14	2060
q14	2073
q14	2075
q14	2082
q14	2091
q14	2092
q14	2107
q14	2109
q14	2115
q14	2118
q14	2124
q14	2131
q14	2132
q14	2142
q14	2155
q14	2159
q14	2160
q14	2170
q14	2171
q14	2181
q14	2187
q14	2192
q14	2193
q14	2214
q14	2217
q14	2219
q14	2222
q15	3
q15	9
q15	10
q15	39
q15	49
q15	61
q15	94
q15	110
q15	111
q15	116
q15	117
q15	125
q15	127
q15	139
q15	161
q15	166
q15	176
q15	187
q15	190
q15	205
q15	206
q15	236
q15	243
q15	249
q15	250
q15	279
q15	287
q15	290
q15	303
q15	383
q15	385
q15	416
q15	424
q15	463
q15	465
q15	466
q15	473
q16	100
q16	105
q16	896
q16	898
q16	900
q16	902
q16	903
q16	904
q16	906
q16	908
q16	916
q16	917
q16	931
q16	932
q16	936
q16	949
q16	957
q16	964
q16	972
q16	977
q16	983
q16	987
q16	991
q16	994
q16	1002
q16	1005
q16	1007
q16	1017
q16	1023
q16	1029
q16	1038
q16	1042
q16	1043
q16	1048
q16	1054
q16	1070
q16	1081
q16	1091
q16	1096
q16	1102
q16	1107
q16	1108
q16	1113
q16	1120
q16	1131
q16	1133
q16	1140
q16	1145
q16	1146
q16	1147
q16	1148
q16	1149
q16	1150
q16	1151
q16	1152
q16	1153
q16	1155
q16	1156
q16	1157
q16	1159
q16	1161
q16	1162
q16	1163
q16	1165
q16	1166
q16	1167
q16	1169
q16	1170
q16	1171
q16	1172
q16	1173
q16	1177
q16	1178
q16	1179
q16	1184
q16	1188
q16	1190
q16	1192
q16	1197
q16	1198
q16	1199
q16	1200
q16	1201
q16	1202
q16	1206
q16	1207
q16	1208
q16	1215
q16	1217
q16	1224
q16	1226
q16	1227
q16	1228
q16	1229
q16	1230
q16	1231
q16	1232
q16	1233
q16	1234
q16	1235
q16	1237
q16	1238
q16	1239
q16	1241
q16	1242
q16	1244
q16	1245
q16	1246
q16	1247
q16	1248
q16	1249
q16	1251
q16	1254
q16	1255
q16	1256
q16	1257
q16	1259
q16	1262
q16	1267
q16	1270
q16	1274
q16	1275
q16	1277
q16	1278
q16	1282
q16	1286
q16	1289
q16	1290
q16	1291
q16	1293
q16	1294
q16	1295
q16	1296
q16	1297
q16	1298
q16	1299
q16	1300
q16	1301
q16	1302
q16	1303
q16	1304
q16	1306
q16	1308
q16	1309
q16	1310
q16	1311
q16	1312
q17	270
q17	1414
q17	1415
q17	1416
q17	1422
q17	1423
q17	1424
q17	1430
q17	1433
q17	1434
q17	1437
q17	1451
q17	1452
q17	1453
q17	1469
q17	1471
q17	1473
q17	1479
q17	1481
q17	1489
q17	1492
q17	1493
q17	1494
q17	1495
q17	1498
q17	1500
q17	1517
q17	1518
q17	1528
q17	1530
q17	1539
q17	1540
q17	1543
q17	1547
q17	1549
q17	1551
q17	1554
q17	1555
q17	1560
q17	1563
q17	1564
q17	1566
q17	1567
q17	1586
q18	206
q18	612
q18	616
q18	625
q18	636
q18	657
q18	706
q18	729
q18	740
q18	747
q18	760
q18	762
q18	775
q18	780
q18	793
q18	799
q18	830
q18	1863
q18	1869
q18	1870
q18	1882
q18	1887
q18	1895
q18	1898
q18	1908
q18	1914
q18	1916
q18	1918
q18	1933
q18	1944
q18	1950
q18	1951
q18	1957
q18	1971
q18	1986
q18	1995
q18	1997
q18	2006
q18	2016
q18	2021
q18	2029
q18	2043
q18	2045
q18	2051
q18	2064
q18	2083
q18	2085
q18	2086
q18	2102
q18	2108
q18	2109
q18	2114
q18	2118
q18	2119
q18	2120
q18	2121
q18	2123
q18	2124
q18	2125
q18	2126
q18	2127
q18	2128
q18	2130
q18	2134
q18	2142
q18	2145
q18	2150
q18	2155
q18	2159
q18	2161
q18	2170
q18	2181
q18	2182
q18	2184
q18	2187
q18	2197
q18	2202
q18	2206
q18	2214
q18	2217
q18	2218
q19	235
q19	909
q19	1077
q19	1274
q19	1279
q19	1826
q19	1830
q19	1843
q19	1854
q19	1857
q19	1859
q19	1862
q19	1883
q19	1896
q19	1909
q19	1961
q19	2011
q19	2019
q19	2050
q19	2058
q19	2124
q19	2157
q19	2173
q19	2189
q19	2191
q19	2192
q19	2221
q20	539
q20	543
q20	544
q20	547
q20	548
q20	549
q20	550
q20	554
q20	556
q20	560
q20	567
q20	568
q20	571
q20	572
q20	573
q20	576
q20	578
q20	579
q20	584
q20	587
q20	588
q20	591
q20	593
q20	595
q20	600
q20	604
q20	606
q20	608
q20	614
q20	641
q20	710
q20	724
q20	729
q20	739
q20	744
q20	753
q20	784
q20	789
q20	793
q20	803
q20	804
q20	815
q20	818
q20	821
q20	823
q20	832
q20	833
q20	834
q20	835
q20	837
q20	838
q20	840
q20	841
q20	845
q20	857
q20	861
q20	863
q20	864
q20	866
q20	869
q20	872
q20	876
q20	877
q20	878
q20	879
q20	880
q20	881
q20	882
q20	886
q20	889
q20	1869
q20	1949
q20	1994
q20	2099
q21	1
q21	7
q21	18
q21	22
q21	24
q21	30
q21	31
q21	36
q21	45
q21	50
q21	56
q21	60
q21	65
q21	71
q21	72
q21	75
q21	76
q21	77
q21	78
q21	82
q21	83
q21	84
q21	85
q21	88
q21	100
q21	105
q21	106
q21	115
q21	116
q21	118
q21	120
q21	121
q21	125
q21	136
q21	141
q21	146
q21	150
q21	152
q21	155
q21	162
q21	172
q21	176
q21	179
q21	183
q21	184
q21	186
q21	191
q21	200
q21	208
q21	212
q21	213
q21	214
q21	217
q21	224
q21	227
q21	229
q21	233
q21	239
q21	240
q21	243
q21	247
q21	256
q21	258
q21	259
q21	267
q21	276
q21	278
q21	283
q21	288
q21	289
q21	294
q21	296
q21	300
q21	304
q21	311
q21	313
q21	321
q21	328
q21	329
q21	335
q21	344
q21	345
q21	348
q21	349
q21	352
q21	353
q21	356
q21	357
q21	371
q21	374
q21	375
q21	384
q21	388
q21	390
q21	395
q21	397
q21	404
q21	408
q21	414
q21	416
q21	422
q21	433
q21	435
q21	437
q21	438
q21	449
q21	452
q21	458
q21	469
q21	472
q21	474
q21	476
q21	480
q21	488
q21	491
q21	493
q21	497
q21	498
q21	505
q21	506
q21	671
q21	706
q21	710
q21	724
q21	740
q21	759
q21	826
q21	900
q21	912
q21	1090
q21	1104
q21	1162
q21	1169
q21	1217
q21	1254
q21	1850
q21	1854
q21	1856
q21	1945
q21	1987
q21	2031
q21	2104
q21	2138
q22	19
q22	206
q22	225
q22	532
q22	612
q22	613
q22	616
q22	622
q22	624
q22	626
q22	628
q22	629
q22	630
q22	631
q22	634
q22	636
q22	637
q22	639
q22	640
q22	642
q22	643
q22	644
q22	647
q22	651
q22	652
q22	654
q22	656
q22	657
q22	658
q22	660
q22	661
q22	662
q22	665
q22	667
q22	668
q22	670
q22	671
q22	672
q22	673
q22	677
q22	679
q22	693
q22	700
q22	704
q22	706
q22	717
q22	728
q22	738
q22	740
q22	745
q22	746
q22	747
q22	750
q22	752
q22	755
q22	756
q22	757
q22	759
q22	760
q22	762
q22	763
q22	764
q22	765
q22	768
q22	769
q22	771
q22	772
q22	773
q22	775
q22	776
q22	777
q22	780
q22	782
q22	783
q22	785
q22	787
q22	788
q22	790
q22	791
q22	792
q22	794
q22	795
q22	796
q22	797
q22	798
q22	799
q22	802
q22	805
q22	827
q22	828
q22	829
q22	830
q22	851
q22	855
q22	858
q22	1000
q22	1156
q22	1848
q22	1863
q22	1870
q22	1874
q22	1879
q22	1880
q22	1882
q22	1887
q22	1895
q22	1898
q22	1907
q22	1908
q22	1911
q22	1913
q22	1915
q22	1916
q22	1933
q22	1936
q22	1944
q22	1950
q22	1951
q22	1957
q22	1961
q22	1968
q22	1969
q22	1971
q22	1972
q22	1976
q22	1979
q22	1981
q22	1985
q22	1986
q22	1995
q22	1997
q22	2005
q22	2006
q22	2008
q22	2011
q22	2016
q22	2021
q22	2029
q22	2041
q22	2043
q22	2045
q22	2051
q22	2052
q22	2061
q22	2078
q22	2079
q22	2083
q22	2085
q22	2086
q22	2088
q22	2090
q22	2092
q22	2095
q22	2098
q22	2103
q22	2107
q22	2108
q22	2111
q22	2114
q22	2116
q22	2118
q22	2119
q22	2120
q22	2121
q22	2123
q22	2124
q22	2126
q22	2127
q22	2128
q22	2130
q22	2135
q22	2140
q22	2142
q22	2145
q22	2146
q22	2148
q22	2150
q22	2155
q22	2159
q22	2161
q22	2166
q22	2170
q22	2171
q22	2174
q22	2178
q22	2182
q22	2184
q22	2187
q22	2193
q22	2197
q22	2202
q22	2206
q22	2217
q22	2218
q22	2220
q23	5
q23	7
q23	11
q23	18
q23	42
q23	43
q23	51
q23	54
q23	65
q23	67
q23	89
q23	91
q23	92
q23	105
q23	119
q23	124
q23	129
q23	132
q23	135
q23	137
q23	145
q23	151
q23	158
q23	166
q23	169
q23	180
q23	181
q23	196
q23	212
q23	216
q23	221
q23	230
q23	240
q23	259
q23	260
q23	269
q23	271
q23	274
q23	276
q23	278
q23	294
q23	307
q23	319
q23	321
q23	329
q23	338
q23	342
q23	343
q23	344
q23	346
q23	353
q23	362
q23	373
q23	375
q23	376
q23	379
q23	386
q23	387
q23	388
q23	398
q23	410
q23	412
q23	414
q23	422
q23	425
q23	427
q23	444
q23	468
q23	470
q23	477
q23	486
q23	490
q23	495
q23	500
q23	503
q23	652
q23	703
q23	720
q23	790
q23	892
q23	898
q23	900
q23	901
q23	902
q23	903
q23	904
q23	906
q23	907
q23	908
q23	910
q23	914
q23	916
q23	917
q23	918
q23	919
q23	920
q23	921
q23	922
q23	926
q23	929
q23	930
q23	932
q23	934
q23	936
q23	937
q23	941
q23	942
q23	945
q23	950
q23	955
q23	962
q23	963
q23	964
q23	965
q23	966
q23	968
q23	970
q23	971
q23	972
q23	974
q23	975
q23	978
q23	987
q23	988
q23	989
q23	990
q23	993
q23	994
q23	996
q23	997
q23	998
q23	999
q23	1000
q23	1002
q23	1004
q23	1007
q23	1011
q23	1012
q23	1016
q23	1017
q23	1019
q23	1021
q23	1023
q23	1024
q23	1025
q23	1027
q23	1028
q23	1030
q23	1031
q23	1032
q23	1036
q23	1037
q23	1042
q23	1044
q23	1047
q23	1048
q23	1050
q23	1052
q23	1059
q23	1061
q23	1062
q23	1066
q23	1068
q23	1069
q23	1070
q23	1071
q23	1072
q23	1075
q23	1076
q23	1077
q23	1079
q23	1081
q23	1084
q23	1086
q23	1089
q23	1090
q23	1091
q23	1092
q23	1093
q23	1097
q23	1099
q23	1101
q23	1102
q23	1103
q23	1104
q23	1110
q23	1112
q23	1113
q23	1114
q23	1118
q23	1120
q23	1124
q23	1127
q23	1129
q23	1131
q23	1133
q23	1134
q23	1136
q23	1138
q23	1140
q23	1142
q23	1145
q23	1146
q23	1147
q23	1148
q23	1149
q23	1150
q23	1151
q23	1152
q23	1153
q23	1154
q23	1155
q23	1157
q23	1159
q23	1163
q23	1166
q23	1168
q23	1171
q23	1173
q23	1175
q23	1177
q23	1180
q23	1182
q23	1185
q23	1189
q23	1190
q23	1191
q23	1192
q23	1195
q23	1198
q23	1200
q23	1201
q23	1202
q23	1206
q23	1207
q23	1209
q23	1211
q23	1212
q23	1214
q23	1215
q23	1216
q23	1219
q23	1221
q23	1222
q23	1223
q23	1231
q23	1234
q23	1235
q23	1236
q23	1237
q23	1238
q23	1239
q23	1240
q23	1241
q23	1243
q23	1244
q23	1245
q23	1246
q23	1247
q23	1248
q23	1249
q23	1251
q23	1252
q23	1254
q23	1255
q23	1257
q23	1259
q23	1261
q23	1267
q23	1268
q23	1269
q23	1273
q23	1274
q23	1275
q23	1277
q23	1281
q23	1282
q23	1283
q23	1285
q23	1286
q23	1290
q23	1295
q23	1296
q23	1297
q23	1298
q23	1300
q23	1301
q23	1302
q23	1304
q23	1308
q23	1309
q23	1310
q23	1312
q23	1461
q23	1569
q23	1570
q23	1698
q23	1760
q23	1814
q23	1857
q23	2010
q23	2069
q23	2088
q23	2105
q23	2222
q24	3
q24	13
q24	15
q24	17
q24	18
q24	26
q24	29
q24	30
q24	33
q24	37
q24	38
q24	39
q24	48
q24	53
q24	55
q24	62
q24	67
q24	69
q24	73
q24	75
q24	79
q24	89
q24	90
q24	91
q24	92
